Crop_Type,Region,Soil_Type,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Organic_Carbon,Moisture_Content,Rainfall_mm,Temperature_C,Plant_Age_Weeks,Fertilizer_Type,Recommended_Quantity_kg_per_acre,Application_Timing,District_Name,Soil_color,Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Crop,Fertilizer,Link,N,P,K,EC,OC,S,Zn,Fe,Cu,Mn,B,Output,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Phosphorous,Fertilizer Name,PH,Carbon,Soil,Remark
Groundnut,Tamil Nadu,Clay,6.52,150.94,53.17,98.34,1.18,29.16,638.91,31.62,16.0,Potash,103.05,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Karnataka,Sandy,5.93,156.44,32.81,144.44,1.26,22.8,713.89,27.69,13.0,Urea,165.33,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Maharashtra,Loamy,6.51,143.23,37.25,114.35,1.72,24.6,978.83,22.48,19.0,Compost,137.84,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Tamil Nadu,Sandy,6.59,152.12,62.17,159.23,1.51,34.61,614.89,25.52,14.0,Compost,103.44,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Maharashtra,Peaty,6.85,100.88,29.17,137.4,1.31,31.16,720.94,25.17,15.0,Urea,142.63,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Karnataka,Peaty,6.52,152.39,49.86,136.73,1.62,24.94,1420.12,25.53,12.0,Compost,112.19,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Gujarat,Peaty,6.59,159.16,44.34,115.78,1.26,38.98,686.15,29.33,11.0,Urea,198.23,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Karnataka,Clay,5.86,100.64,32.66,123.6,0.89,23.15,731.46,24.6,14.0,Urea,92.22,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Gujarat,Sandy,6.45,158.63,63.63,156.71,1.32,28.87,811.44,22.0,14.0,Mixed,175.55,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Andhra Pradesh,Peaty,6.71,141.6,48.35,116.34,1.21,28.43,815.96,33.83,20.0,Potash,94.49,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Andhra Pradesh,Clay,6.79,169.63,31.91,106.4,1.25,24.36,768.64,24.36,17.0,Compost,150.65,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Karnataka,Loamy,7.07,134.63,35.41,114.95,1.05,39.31,798.26,29.56,11.0,Mixed,127.57,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Tamil Nadu,Peaty,6.14,144.22,38.21,145.68,1.35,30.09,915.27,30.2,15.0,Compost,135.28,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Andhra Pradesh,Clay,6.56,148.51,50.61,123.62,1.31,34.27,1496.01,28.97,15.0,Potash,108.36,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Maharashtra,Loamy,6.27,149.8,40.3,120.13,1.3,38.78,514.18,31.34,13.0,Compost,149.45,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Maharashtra,Sandy,6.33,117.66,53.48,102.93,1.01,39.84,556.08,27.22,20.0,Urea,121.73,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Andhra Pradesh,Sandy,6.78,161.16,48.59,93.79,1.31,37.63,701.2,32.07,13.0,Potash,101.42,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Maharashtra,Loamy,7.21,164.73,32.97,150.51,1.32,27.58,854.74,30.92,13.0,Potash,98.4,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Maharashtra,Sandy,6.26,118.43,37.17,93.12,1.39,31.21,580.55,28.45,4.0,Urea,188.47,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Tamil Nadu,Silty,6.53,123.34,33.73,98.12,0.98,38.33,524.64,21.78,18.0,Potash,90.15,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Andhra Pradesh,Silty,6.61,156.5,34.39,108.34,1.08,23.86,690.37,29.37,14.0,Mixed,178.2,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Gujarat,Sandy,6.07,187.35,48.18,154.67,1.26,34.2,611.11,23.38,10.0,Potash,123.39,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Karnataka,Clay,7.02,131.91,42.46,89.85,1.4,39.57,517.36,29.2,18.0,Potash,191.32,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Maharashtra,Sandy,6.3,140.24,42.66,101.91,1.29,39.39,518.42,32.33,13.0,Potash,127.93,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Maharashtra,Sandy,6.2,136.76,44.6,137.61,1.55,22.21,671.88,25.15,7.0,Compost,128.22,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Gujarat,Sandy,6.54,136.94,45.37,107.35,1.44,27.15,784.88,25.22,8.0,DAP,188.15,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Karnataka,Clay,7.19,152.72,33.62,145.65,1.36,25.33,1239.2,33.42,4.0,Potash,82.65,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Karnataka,Clay,7.17,134.89,42.38,132.2,1.1,39.9,513.19,28.75,16.0,DAP,129.96,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Maharashtra,Sandy,6.38,118.44,40.05,125.79,1.43,37.92,798.32,31.76,20.0,Urea,154.28,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Gujarat,Silty,7.25,140.18,25.07,132.82,1.22,25.17,409.39,29.59,6.0,DAP,94.04,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Gujarat,Loamy,7.32,120.77,47.03,82.61,1.15,39.17,470.07,25.66,7.0,Potash,87.2,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Gujarat,Silty,6.83,132.65,45.82,128.92,1.16,34.15,401.23,28.65,15.0,DAP,100.87,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Gujarat,Peaty,6.86,178.82,37.25,113.77,1.25,25.11,664.02,24.9,11.0,Urea,109.61,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Maharashtra,Clay,7.23,128.65,54.56,137.59,1.03,21.02,549.15,31.48,7.0,Mixed,178.94,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Tamil Nadu,Sandy,7.26,166.66,40.23,97.7,1.56,24.29,782.65,31.43,9.0,Potash,180.37,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Maharashtra,Loamy,6.03,184.5,57.63,116.35,1.73,26.74,882.15,22.04,8.0,Compost,136.09,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Karnataka,Peaty,7.12,148.19,52.39,128.92,1.71,28.74,1111.12,29.83,15.0,Compost,145.04,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Andhra Pradesh,Clay,7.22,128.22,31.84,103.53,1.08,39.85,572.82,28.32,5.0,DAP,153.76,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Maharashtra,Loamy,7.01,143.97,41.96,136.55,1.35,28.49,678.15,18.9,14.0,Mixed,100.77,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Andhra Pradesh,Loamy,7.32,124.36,43.39,99.64,1.2,36.01,538.21,27.8,11.0,Potash,100.88,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Maharashtra,Loamy,6.29,165.83,57.13,117.13,1.57,35.03,847.86,25.69,8.0,Compost,107.45,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Karnataka,Loamy,7.19,117.66,51.36,116.55,1.27,39.47,590.56,29.5,15.0,Urea,155.45,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Maharashtra,Peaty,6.1,131.71,41.67,144.35,1.75,39.16,794.71,26.08,7.0,Compost,175.87,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Gujarat,Silty,6.53,151.7,33.74,135.74,1.72,24.48,1029.29,29.28,13.0,Compost,167.47,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Andhra Pradesh,Peaty,7.05,146.32,47.14,140.53,1.06,36.34,791.7,31.12,12.0,Mixed,131.41,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Maharashtra,Peaty,5.93,131.39,54.46,100.64,1.64,37.04,1310.02,29.82,14.0,Compost,176.15,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Tamil Nadu,Clay,6.83,121.66,31.44,100.25,1.36,37.02,531.77,32.72,16.0,Potash,195.83,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Tamil Nadu,Clay,6.04,123.18,26.57,92.43,1.47,22.44,731.24,29.62,17.0,DAP,155.78,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Karnataka,Peaty,6.21,157.27,26.48,117.13,0.87,39.47,645.39,26.74,18.0,DAP,114.79,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Karnataka,Peaty,6.11,146.32,25.16,104.98,0.96,36.7,636.3,28.36,6.0,DAP,128.84,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Gujarat,Peaty,7.45,116.96,47.07,99.38,1.15,26.15,836.15,29.58,5.0,Urea,120.77,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Tamil Nadu,Clay,6.29,142.83,50.56,102.74,1.15,30.87,899.82,29.93,8.0,Urea,118.47,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Tamil Nadu,Silty,6.61,110.54,50.19,99.65,1.05,27.81,624.36,28.79,20.0,Urea,84.6,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Gujarat,Loamy,6.55,127.99,51.21,142.85,1.58,25.54,837.24,27.22,6.0,Compost,83.38,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Andhra Pradesh,Sandy,7.12,174.67,59.88,119.6,1.15,33.63,850.63,28.27,15.0,Potash,101.48,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Tamil Nadu,Sandy,5.8,135.11,51.21,136.64,1.32,32.05,613.87,25.26,12.0,Potash,105.96,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Andhra Pradesh,Silty,6.37,142.04,26.7,113.83,1.41,30.82,704.66,28.83,20.0,DAP,191.85,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Tamil Nadu,Sandy,7.46,148.38,45.68,110.38,1.41,20.44,792.42,28.18,18.0,Potash,192.45,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Maharashtra,Silty,6.04,138.25,34.29,95.27,1.12,34.84,769.15,32.33,10.0,Potash,117.68,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Gujarat,Peaty,7.09,128.98,50.39,119.88,1.15,39.0,891.46,31.86,20.0,DAP,139.53,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Tamil Nadu,Sandy,6.0,100.77,37.65,135.81,1.17,24.63,743.79,20.66,15.0,Urea,175.92,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Karnataka,Loamy,6.84,148.78,35.61,106.72,1.04,34.04,648.15,27.32,9.0,Urea,89.22,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Tamil Nadu,Silty,5.94,156.43,34.98,125.22,1.3,27.57,619.36,29.15,6.0,Compost,197.93,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Andhra Pradesh,Peaty,7.21,149.71,30.24,102.77,1.12,20.34,1092.3,25.47,13.0,DAP,132.91,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Gujarat,Clay,6.41,158.4,63.09,145.02,1.77,25.48,637.63,22.17,18.0,Compost,187.48,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Andhra Pradesh,Silty,6.78,134.28,48.95,116.92,1.58,32.04,580.15,26.08,20.0,Compost,170.37,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Tamil Nadu,Loamy,6.34,152.88,35.53,146.92,1.35,39.27,1111.61,34.49,18.0,Potash,146.54,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Andhra Pradesh,Clay,6.53,179.47,40.5,150.04,1.44,30.84,771.52,27.94,16.0,Potash,195.44,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Maharashtra,Peaty,7.19,161.71,52.02,127.11,1.24,39.38,863.57,31.44,9.0,Potash,80.01,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Tamil Nadu,Peaty,6.98,186.12,45.58,112.72,1.73,34.8,741.53,25.91,13.0,Compost,155.19,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Karnataka,Sandy,6.68,175.12,48.6,132.52,1.56,37.94,1391.0,31.28,4.0,Compost,85.61,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Gujarat,Peaty,6.19,180.79,53.96,110.33,1.44,22.13,792.69,21.49,19.0,Potash,83.12,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Maharashtra,Sandy,7.12,154.37,46.33,137.02,1.18,26.33,884.65,31.02,16.0,DAP,176.46,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Andhra Pradesh,Silty,7.17,152.63,36.24,91.66,1.36,29.15,704.46,28.06,15.0,Potash,176.08,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Andhra Pradesh,Clay,6.73,181.58,53.34,155.64,1.24,30.97,673.76,18.68,18.0,Compost,193.77,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Maharashtra,Clay,7.19,114.94,41.68,125.58,1.3,30.73,794.57,32.83,6.0,Urea,182.48,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Maharashtra,Sandy,7.31,121.07,56.41,113.6,1.44,22.06,1126.16,27.16,17.0,Compost,130.71,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Maharashtra,Clay,6.24,120.01,54.87,124.99,1.38,38.67,700.19,32.7,10.0,Urea,105.31,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Andhra Pradesh,Loamy,6.89,123.16,31.82,103.56,1.13,24.72,690.18,29.75,5.0,Mixed,186.78,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Maharashtra,Silty,6.03,151.06,54.8,118.23,1.22,33.66,612.68,27.54,11.0,Mixed,165.51,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Andhra Pradesh,Clay,6.34,133.31,25.76,112.08,1.18,27.44,738.8,23.42,19.0,DAP,193.67,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Maharashtra,Sandy,6.36,166.22,33.36,131.08,1.24,27.57,704.47,31.32,9.0,Mixed,85.74,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Andhra Pradesh,Clay,7.19,107.68,40.71,86.67,1.02,35.76,744.08,21.69,17.0,Urea,116.34,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Maharashtra,Loamy,7.21,156.75,32.62,134.56,1.42,26.63,662.26,26.43,20.0,Mixed,195.44,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Andhra Pradesh,Peaty,7.06,165.71,39.0,130.8,1.49,36.31,1133.84,31.72,5.0,Compost,87.45,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Maharashtra,Loamy,7.36,179.36,52.22,151.05,1.63,35.23,746.9,21.54,20.0,Compost,135.22,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Andhra Pradesh,Silty,5.99,182.84,53.13,146.51,1.8,20.26,802.66,27.75,8.0,Compost,86.87,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Karnataka,Peaty,7.22,134.98,36.92,117.91,1.47,35.99,878.42,31.2,20.0,Compost,142.66,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Maharashtra,Peaty,6.68,157.85,45.49,121.21,1.8,32.21,879.18,26.14,16.0,Compost,125.11,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Maharashtra,Sandy,7.45,127.39,54.63,149.37,1.34,24.83,510.24,26.84,12.0,Urea,122.69,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Maharashtra,Loamy,7.41,137.51,35.05,138.35,1.02,23.7,655.02,28.3,9.0,Compost,181.46,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Maharashtra,Silty,5.9,157.27,64.78,125.49,1.27,28.97,849.02,22.35,5.0,Mixed,80.91,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Andhra Pradesh,Clay,6.98,154.18,37.61,112.04,1.24,37.45,522.99,27.07,5.0,DAP,94.21,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Andhra Pradesh,Loamy,7.12,136.26,49.74,104.47,1.6,24.39,764.67,31.82,18.0,Compost,154.47,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Maharashtra,Sandy,7.39,150.99,56.79,117.81,1.49,29.64,1490.65,34.76,18.0,Urea,179.43,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Gujarat,Clay,7.28,135.33,26.35,122.24,1.48,28.62,646.84,26.72,8.0,DAP,186.31,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Tamil Nadu,Silty,6.62,125.02,42.96,140.04,1.09,23.7,1356.62,32.01,17.0,Urea,114.08,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Andhra Pradesh,Loamy,6.94,154.2,36.52,139.26,1.22,35.31,767.6,27.66,12.0,Compost,122.21,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Andhra Pradesh,Loamy,5.97,164.5,43.4,90.33,1.29,31.23,864.54,32.95,19.0,Potash,126.82,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Andhra Pradesh,Peaty,6.17,144.68,45.62,83.59,0.83,34.28,501.69,22.97,6.0,Potash,148.02,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Tamil Nadu,Loamy,6.29,184.16,43.12,149.88,1.77,35.81,944.49,20.95,13.0,Compost,195.92,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Karnataka,Peaty,5.91,122.7,45.06,103.69,1.44,33.89,788.62,24.92,11.0,Mixed,166.64,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Gujarat,Loamy,6.66,126.91,35.84,114.03,1.38,33.86,621.99,26.29,7.0,Urea,116.09,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Gujarat,Peaty,6.23,172.27,39.62,131.5,1.22,31.88,677.31,24.74,13.0,Mixed,80.15,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Karnataka,Clay,6.9,137.64,50.19,118.64,1.59,36.84,947.92,19.97,4.0,Compost,112.21,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Maharashtra,Clay,6.29,109.19,26.9,132.85,1.16,33.0,622.9,23.72,6.0,Urea,155.7,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Tamil Nadu,Sandy,7.42,117.86,29.92,80.08,1.02,27.41,406.47,22.11,18.0,Urea,153.3,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomato,Tamil Nadu,Loamy,7.23,173.03,50.61,119.59,1.61,39.8,757.01,20.75,19.0,Compost,96.22,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Andhra Pradesh,Sandy,6.47,157.33,48.61,129.83,1.22,34.77,579.43,32.94,14.0,DAP,190.73,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Tamil Nadu,Peaty,5.91,119.55,48.98,86.14,0.81,31.51,717.49,20.75,19.0,Urea,165.18,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Gujarat,Peaty,5.86,179.12,41.34,104.52,1.67,37.66,1221.34,26.09,10.0,Compost,164.53,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Andhra Pradesh,Clay,7.11,140.33,34.31,112.6,1.32,30.62,563.33,22.27,11.0,Mixed,84.08,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Gujarat,Sandy,6.49,131.02,44.81,99.93,1.46,37.72,658.23,32.94,13.0,Potash,123.54,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Andhra Pradesh,Loamy,7.31,100.79,25.99,125.61,1.26,38.58,509.22,22.71,7.0,Urea,173.51,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Maharashtra,Peaty,6.34,118.32,34.13,138.3,1.45,38.02,661.22,27.62,16.0,Urea,87.9,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Andhra Pradesh,Loamy,7.36,141.38,38.76,130.78,0.96,24.08,504.58,22.52,4.0,Mixed,144.39,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soybean,Tamil Nadu,Loamy,6.98,121.32,33.09,129.66,1.14,35.93,845.3,26.67,12.0,Urea,100.4,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Maharashtra,Sandy,5.94,123.41,26.11,119.89,1.47,20.31,547.4,20.49,15.0,DAP,192.57,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cotton,Maharashtra,Loamy,7.46,149.32,44.18,138.59,1.44,24.97,807.12,30.25,16.0,Mixed,174.82,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Tamil Nadu,Sandy,6.73,138.83,44.21,97.58,1.49,27.89,425.08,25.65,6.0,Potash,131.87,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Gujarat,Peaty,6.59,129.01,35.95,134.72,1.38,26.5,792.37,26.81,13.0,Mixed,98.75,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Maharashtra,Clay,6.09,160.32,30.14,108.21,1.08,23.83,678.85,32.85,20.0,Urea,137.13,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Karnataka,Clay,6.13,165.56,63.3,110.97,1.5,35.7,803.03,24.43,18.0,Compost,199.38,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice,Maharashtra,Sandy,6.19,152.42,33.31,109.8,1.71,25.41,1271.5,33.38,15.0,Compost,109.18,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Karnataka,Silty,6.91,145.66,40.74,127.31,1.56,39.27,924.37,23.68,19.0,Compost,154.26,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Karnataka,Peaty,7.13,135.94,29.67,107.43,1.14,34.53,413.03,25.87,19.0,DAP,135.0,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Karnataka,Peaty,6.3,139.39,28.15,93.78,0.93,21.11,527.86,25.46,8.0,DAP,195.85,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Millet,Gujarat,Clay,6.9,119.68,31.21,127.43,1.19,30.32,668.61,24.46,14.0,Urea,148.24,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugarcane,Gujarat,Silty,5.91,138.99,42.43,110.55,1.01,39.16,1230.63,26.05,12.0,DAP,128.37,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maize,Maharashtra,Loamy,6.72,134.77,46.2,137.3,1.24,29.03,426.15,27.63,5.0,Compost,163.07,After sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wheat,Tamil Nadu,Loamy,6.28,118.61,27.05,81.47,1.41,31.65,532.88,23.7,20.0,Urea,126.58,Mid growth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Gujarat,Silty,6.49,142.43,46.33,125.74,1.61,37.87,764.58,26.84,16.0,Compost,152.12,Before sowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Groundnut,Maharashtra,Clay,6.14,159.61,44.12,122.65,1.04,26.46,512.06,31.89,19.0,Compost,107.76,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Potato,Gujarat,Peaty,7.36,177.56,58.33,121.27,1.38,21.01,865.93,27.92,8.0,Potash,164.81,Pre-harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
