Crop_Type,Region,Soil_Type,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Organic_Carbon,Moisture_Content,Rainfall_mm,Temperature_C,Plant_Age_Weeks,Fertilizer_Type,Recommended_Quantity_kg_per_acre,Application_Timing
Maize,Karnataka,Peaty,6.0,139.0,41.0,97.2,1.86,18.1,1186.2,32.9,12,Potash,91.8,Before sowing
Tomato,Maharashtra,Sandy,7.2,155.1,41.7,93.3,1.16,17.1,711.7,31.1,11,Potash,78.92,Pre-harvest
Rice,Andhra Pradesh,Sandy,6.5,106.4,37.9,141.1,0.57,26.6,526.6,30.4,14,Mixed,117.88,Pre-harvest
Groundnut,Tamil Nadu,Silty,5.8,133.2,28.6,93.9,1.9,15.6,750.2,20.3,4,DAP,111.44,Before sowing
Tomato,Gujarat,Peaty,6.7,120.1,29.6,89.3,1.06,35.2,1025.9,28.0,10,DAP,121.92,Pre-harvest
Tomato,Karnataka,Silty,7.0,96.0,28.6,91.3,0.87,21.7,815.6,28.4,5,Urea,141.2,After sowing
Cotton,Andhra Pradesh,Peaty,7.9,95.6,39.3,137.2,1.34,22.7,610.0,20.6,11,Urea,141.52,Mid growth
Wheat,Karnataka,Clay,6.3,139.6,21.4,95.4,1.56,38.5,764.3,30.5,7,DAP,106.32,Pre-harvest
Millet,Madhya Pradesh,Loamy,6.5,92.8,31.9,120.6,1.92,17.1,805.9,24.9,4,Urea,143.76,Before sowing
Sugarcane,Gujarat,Peaty,6.8,81.9,29.4,137.4,1.33,28.5,628.4,24.5,9,Urea,152.48,Before sowing
Rice,Andhra Pradesh,Silty,6.5,146.8,49.0,110.7,1.09,40.4,741.5,28.3,9,Mixed,85.56,Pre-harvest
Cotton,Kerala,Clay,6.1,139.5,36.0,136.6,1.67,21.5,972.5,32.0,7,Compost,91.4,Pre-harvest
Potato,Tamil Nadu,Sandy,6.4,93.8,20.1,111.6,1.03,31.6,550.4,32.9,7,Urea,142.96,Mid growth
Rice,Gujarat,Silty,6.1,98.1,34.4,114.9,0.82,23.2,535.8,30.8,7,Urea,139.52,Mid growth
Cotton,Andhra Pradesh,Loamy,7.4,117.0,41.4,131.5,0.71,44.0,1056.8,23.1,6,Mixed,109.4,After sowing
Millet,Kerala,Sandy,6.0,90.1,24.2,132.4,1.2,38.5,997.0,29.1,12,Urea,145.92,Mid growth
Maize,Kerala,Silty,7.2,81.5,29.4,124.6,0.51,16.0,1081.5,30.3,13,Urea,152.8,After sowing
Maize,Maharashtra,Peaty,6.2,135.0,43.8,101.5,0.55,43.0,676.1,21.6,11,Mixed,95.0,Before sowing
Sugarcane,Gujarat,Clay,6.7,141.5,26.6,98.9,0.86,44.8,557.9,28.6,4,DAP,104.8,Mid growth
Soybean,Kerala,Sandy,7.8,91.8,49.1,146.3,1.83,21.4,907.2,31.4,11,Urea,144.56,Pre-harvest
Groundnut,Tamil Nadu,Clay,8.0,94.4,43.0,103.7,0.76,27.6,1035.1,27.0,4,Urea,142.48,Before sowing
Groundnut,Madhya Pradesh,Clay,6.8,159.6,32.0,123.1,1.05,26.8,956.5,34.1,16,Mixed,75.32,Mid growth
Groundnut,Kerala,Clay,6.9,141.5,22.7,94.8,1.25,15.6,602.3,27.8,15,DAP,104.8,Mid growth
Maize,Telangana,Silty,5.5,101.2,35.4,120.1,1.89,34.4,731.8,34.0,4,Compost,122.04,After sowing
Sugarcane,Kerala,Silty,7.5,96.0,23.9,127.3,1.34,38.7,991.0,29.4,5,Urea,141.2,After sowing
Groundnut,Kerala,Peaty,8.0,122.7,23.4,138.0,0.88,38.3,1165.7,30.5,5,DAP,119.84,Before sowing
Groundnut,Gujarat,Loamy,7.0,116.8,30.9,104.7,1.45,37.5,942.8,23.0,8,Mixed,109.56,Pre-harvest
Wheat,Karnataka,Sandy,6.7,143.3,34.3,117.6,1.66,34.8,727.5,33.4,14,Compost,88.36,After sowing
Millet,Andhra Pradesh,Sandy,5.9,159.6,23.6,81.0,1.84,22.3,983.8,32.2,16,DAP,90.32,Mid growth
Groundnut,Tamil Nadu,Peaty,7.6,159.3,28.8,129.7,0.67,27.2,1078.4,25.5,8,DAP,90.56,After sowing
Potato,Gujarat,Silty,7.0,120.3,39.4,148.1,0.58,32.2,1090.4,27.2,9,Mixed,106.76,Before sowing
Sugarcane,Gujarat,Peaty,5.7,124.8,30.0,90.8,1.77,30.6,1146.6,32.1,7,Potash,103.16,Before sowing
Wheat,Karnataka,Sandy,7.2,80.4,32.8,93.8,1.87,20.2,628.8,27.8,12,Urea,153.68,Before sowing
Wheat,Telangana,Loamy,6.2,96.8,38.0,86.2,0.59,26.2,976.5,28.3,11,Urea,140.56,Before sowing
Maize,Tamil Nadu,Loamy,6.6,125.3,31.0,145.5,0.58,35.2,1113.0,32.1,6,Mixed,102.76,After sowing
Potato,Maharashtra,Loamy,6.0,103.7,41.5,85.9,1.72,36.6,983.7,21.5,7,Potash,120.04,After sowing
Soybean,Madhya Pradesh,Silty,7.3,134.4,44.9,82.9,0.53,26.2,519.0,28.4,10,Potash,95.48,Mid growth
Wheat,Maharashtra,Silty,7.8,111.3,45.3,80.0,0.75,15.9,662.5,33.6,15,Potash,113.96,Mid growth
Cotton,Maharashtra,Sandy,5.7,128.5,33.5,145.7,0.68,21.4,423.6,26.5,15,Mixed,100.2,Mid growth
Cotton,Andhra Pradesh,Loamy,6.2,149.6,38.1,123.0,1.3,17.8,756.0,35.0,5,Mixed,83.32,After sowing
Groundnut,Kerala,Peaty,7.6,151.5,44.7,87.2,0.84,15.1,642.8,21.6,6,Potash,81.8,After sowing
Sugarcane,Gujarat,Peaty,6.7,134.2,46.2,132.4,1.91,16.6,409.7,29.9,8,Compost,95.64,Mid growth
Soybean,Maharashtra,Loamy,6.2,100.3,29.9,98.9,1.27,28.2,809.9,30.1,13,DAP,137.76,After sowing
Wheat,Gujarat,Silty,6.5,100.1,25.0,104.5,1.61,37.7,933.5,23.5,13,DAP,137.92,Before sowing
Millet,Karnataka,Clay,7.0,125.7,34.5,118.5,1.24,32.0,972.4,21.6,6,Mixed,102.44,After sowing
Millet,Madhya Pradesh,Loamy,7.4,90.9,22.0,148.3,1.94,16.8,754.6,22.8,4,Urea,145.28,After sowing
Potato,Maharashtra,Peaty,6.7,146.4,48.5,124.4,1.03,33.1,649.6,33.6,4,Mixed,85.88,Pre-harvest
Potato,Andhra Pradesh,Clay,7.7,124.7,29.7,100.5,0.55,39.5,760.3,24.9,4,DAP,118.24,Pre-harvest
Soybean,Maharashtra,Sandy,6.7,145.5,23.7,140.0,1.85,43.4,718.0,23.3,15,DAP,101.6,After sowing
Potato,Gujarat,Sandy,6.4,106.6,25.3,122.5,1.21,41.0,425.7,29.7,8,DAP,132.72,After sowing
Millet,Kerala,Loamy,7.4,140.8,46.6,131.0,1.89,25.0,802.6,20.2,15,Compost,90.36,Mid growth
Wheat,Madhya Pradesh,Loamy,5.5,99.2,23.0,98.2,0.77,15.9,1127.4,20.1,8,Urea,138.64,After sowing
Wheat,Gujarat,Silty,7.3,92.2,47.4,142.5,1.48,35.2,404.3,34.8,16,Urea,144.24,After sowing
Wheat,Tamil Nadu,Loamy,7.7,151.6,39.8,104.1,1.84,23.7,850.2,21.5,7,Compost,81.72,Before sowing
Soybean,Karnataka,Loamy,7.8,91.3,26.7,119.1,1.65,33.6,585.7,20.0,13,Urea,144.96,Before sowing
Wheat,Maharashtra,Silty,7.4,158.8,44.3,112.2,1.86,27.3,819.9,27.2,11,Compost,75.96,After sowing
Groundnut,Madhya Pradesh,Silty,6.6,142.0,35.8,102.2,0.89,16.1,866.6,23.4,16,Mixed,89.4,Pre-harvest
Soybean,Tamil Nadu,Peaty,5.9,132.3,40.4,132.7,1.26,41.8,1149.1,32.1,5,Mixed,97.16,Before sowing
Tomato,Tamil Nadu,Loamy,7.1,104.3,49.5,99.2,0.8,28.3,445.5,34.7,4,Potash,119.56,Pre-harvest
Potato,Kerala,Peaty,7.0,124.6,39.7,114.8,0.55,33.4,972.9,26.3,4,Mixed,103.32,Before sowing
Rice,Karnataka,Silty,7.4,98.2,26.6,91.3,1.06,40.4,1062.3,25.7,12,Urea,139.44,Mid growth
Soybean,Madhya Pradesh,Peaty,7.0,137.7,27.2,91.8,1.96,33.5,1185.1,25.1,14,DAP,107.84,Pre-harvest
Wheat,Maharashtra,Sandy,7.3,97.8,27.8,115.8,0.98,20.0,610.3,20.5,9,Urea,139.76,Pre-harvest
Wheat,Kerala,Silty,7.3,119.4,22.8,92.0,0.65,33.4,475.4,31.3,10,DAP,122.48,Pre-harvest
Millet,Karnataka,Clay,5.6,100.0,46.7,130.3,0.61,39.6,794.4,32.7,16,Mixed,123.0,Before sowing
Sugarcane,Maharashtra,Peaty,7.0,134.5,49.8,96.3,1.44,28.8,431.6,20.2,9,Potash,95.4,After sowing
Sugarcane,Kerala,Sandy,5.8,131.9,37.0,118.7,0.55,29.1,1139.7,26.0,6,Mixed,97.48,Before sowing
Groundnut,Maharashtra,Silty,7.1,142.4,43.5,116.3,1.79,26.7,1111.0,23.6,8,Compost,89.08,Mid growth
Soybean,Gujarat,Clay,6.2,84.2,43.9,109.2,0.84,22.0,1121.1,32.5,6,Urea,150.64,Before sowing
Tomato,Telangana,Sandy,6.9,129.3,34.2,107.4,1.87,18.8,734.8,25.2,16,Compost,99.56,Before sowing
Groundnut,Madhya Pradesh,Silty,6.7,116.6,35.6,89.8,1.27,22.3,547.5,21.0,16,Potash,109.72,Mid growth
Potato,Maharashtra,Silty,7.4,114.2,38.8,130.9,1.52,29.1,710.3,25.6,4,Compost,111.64,After sowing
Potato,Tamil Nadu,Loamy,7.1,119.6,45.5,141.2,0.76,19.1,904.3,24.5,15,Mixed,107.32,Pre-harvest
Sugarcane,Maharashtra,Sandy,5.5,151.1,26.8,145.0,1.58,37.9,561.2,23.5,13,DAP,97.12,Pre-harvest
Groundnut,Andhra Pradesh,Clay,6.8,93.8,29.2,102.5,0.74,21.2,1030.8,22.5,13,Urea,142.96,Mid growth
Cotton,Maharashtra,Sandy,5.6,130.3,49.3,103.2,0.68,32.1,1125.1,31.8,10,Mixed,98.76,Pre-harvest
Sugarcane,Madhya Pradesh,Peaty,7.1,105.2,36.3,86.4,1.52,36.8,1172.0,23.9,14,Potash,118.84,Pre-harvest
Sugarcane,Andhra Pradesh,Clay,5.5,123.6,41.2,135.3,0.79,22.9,810.1,25.0,13,Mixed,104.12,Before sowing
Groundnut,Andhra Pradesh,Peaty,7.7,117.9,44.0,120.6,1.66,25.0,1065.1,24.1,13,Compost,108.68,Mid growth
Millet,Karnataka,Sandy,6.9,97.1,34.3,102.3,0.9,44.0,528.1,31.8,6,Urea,140.32,After sowing
Potato,Madhya Pradesh,Peaty,8.0,81.6,41.0,97.7,0.56,27.1,1148.2,20.2,12,Urea,152.72,Mid growth
Millet,Karnataka,Peaty,7.0,120.1,46.2,85.9,1.52,35.4,935.3,34.1,14,Potash,106.92,After sowing
Wheat,Gujarat,Loamy,7.6,83.4,34.1,107.9,0.97,28.5,707.4,26.5,15,Urea,151.28,Mid growth
Maize,Telangana,Sandy,7.9,87.1,47.7,113.6,1.44,39.9,688.4,26.5,5,Urea,148.32,Mid growth
Groundnut,Maharashtra,Loamy,6.5,110.0,47.8,138.0,0.66,18.2,742.3,21.5,9,Mixed,115.0,Before sowing
Maize,Andhra Pradesh,Peaty,7.0,91.5,35.7,80.5,0.97,35.3,787.2,34.7,12,Urea,144.8,Before sowing
Millet,Tamil Nadu,Silty,7.7,108.7,21.4,139.2,1.87,39.6,502.4,35.0,5,DAP,131.04,Pre-harvest
Wheat,Telangana,Clay,6.1,137.9,47.2,96.5,1.86,24.3,1181.1,24.2,16,Potash,92.68,After sowing
Wheat,Gujarat,Clay,7.9,84.3,41.3,117.2,1.22,21.7,964.5,22.9,5,Urea,150.56,After sowing
Cotton,Madhya Pradesh,Loamy,6.9,100.3,48.7,82.0,0.8,22.3,731.3,23.5,11,Potash,122.76,Before sowing
Soybean,Maharashtra,Clay,6.7,149.8,41.4,120.6,0.63,35.8,533.1,31.8,9,Mixed,83.16,Mid growth
Sugarcane,Karnataka,Peaty,6.1,113.4,30.5,140.1,0.69,32.0,513.6,30.6,16,Mixed,112.28,Pre-harvest
Maize,Tamil Nadu,Clay,7.8,114.8,34.6,144.9,1.28,29.6,862.7,30.3,5,Mixed,111.16,Pre-harvest
Tomato,Maharashtra,Peaty,5.8,145.7,33.1,85.1,1.68,26.3,480.3,29.5,13,Potash,86.44,Mid growth
Groundnut,Telangana,Sandy,7.7,151.0,48.7,140.7,0.5,26.4,1054.8,25.5,13,Mixed,82.2,Before sowing
Groundnut,Kerala,Silty,7.0,128.5,31.0,143.3,1.25,28.9,1198.0,27.4,13,Mixed,100.2,Before sowing
Maize,Madhya Pradesh,Silty,5.9,121.0,44.4,134.4,1.68,36.2,603.4,32.9,16,Compost,106.2,After sowing
Cotton,Tamil Nadu,Peaty,7.7,95.5,23.9,148.3,1.8,41.8,1109.1,28.1,12,Urea,141.6,Pre-harvest
Maize,Tamil Nadu,Silty,7.1,123.6,21.5,132.2,1.26,34.4,802.1,27.4,8,DAP,119.12,After sowing
Maize,Tamil Nadu,Peaty,5.9,102.3,24.8,93.7,1.96,19.6,615.4,28.9,9,DAP,136.16,Before sowing
Cotton,Maharashtra,Clay,7.0,92.3,43.8,135.0,0.86,23.7,1150.4,32.4,9,Urea,144.16,Before sowing
Millet,Telangana,Silty,7.2,86.6,32.5,119.2,0.78,28.4,880.8,24.9,9,Urea,148.72,After sowing
Wheat,Madhya Pradesh,Sandy,7.5,147.2,29.7,138.7,0.66,40.1,522.2,21.2,13,DAP,100.24,Mid growth
Rice,Kerala,Sandy,7.1,117.8,47.2,105.4,0.93,30.0,764.8,25.2,5,Mixed,108.76,Before sowing
Wheat,Tamil Nadu,Peaty,7.2,140.8,45.6,148.1,0.9,36.5,715.4,30.2,8,Mixed,90.36,After sowing
Maize,Madhya Pradesh,Peaty,6.7,159.5,41.9,146.7,1.75,42.1,1051.5,26.9,13,Compost,75.4,Pre-harvest
Tomato,Gujarat,Silty,6.1,109.6,20.6,116.7,1.26,30.8,1179.2,33.7,14,DAP,130.32,After sowing
Tomato,Kerala,Silty,5.9,109.5,32.7,105.2,1.7,30.7,857.7,32.8,14,Compost,115.4,Before sowing
Cotton,Madhya Pradesh,Sandy,7.5,90.6,41.4,110.5,0.94,16.5,789.8,25.3,12,Urea,145.52,Pre-harvest
Cotton,Madhya Pradesh,Clay,6.1,135.6,43.1,97.1,0.57,40.5,408.0,34.1,14,Potash,94.52,Mid growth
Potato,Gujarat,Sandy,7.1,105.7,27.4,80.6,0.85,19.1,889.7,22.5,6,DAP,133.44,Mid growth
Soybean,Gujarat,Sandy,6.8,127.2,28.9,82.5,0.56,15.8,991.3,24.8,15,DAP,116.24,Before sowing
Soybean,Telangana,Silty,7.5,114.5,33.6,115.9,1.57,23.2,497.3,28.3,15,Compost,111.4,Pre-harvest
Potato,Karnataka,Peaty,6.3,115.4,39.4,114.6,1.43,31.3,991.8,30.6,5,Mixed,110.68,Before sowing
Tomato,Andhra Pradesh,Sandy,6.8,134.3,46.2,110.3,1.12,37.9,866.0,21.1,14,Mixed,95.56,Pre-harvest
Wheat,Karnataka,Loamy,7.7,82.5,42.5,133.1,1.93,16.6,877.5,26.4,16,Urea,152.0,After sowing
Groundnut,Kerala,Sandy,6.3,87.2,36.9,113.5,0.66,33.4,990.4,31.5,14,Urea,148.24,After sowing
Millet,Telangana,Peaty,7.8,112.8,48.6,140.6,0.94,19.8,748.3,26.0,6,Mixed,112.76,Mid growth
Wheat,Gujarat,Loamy,6.9,126.7,42.5,115.7,0.66,40.7,647.8,34.6,10,Mixed,101.64,Before sowing
Wheat,Gujarat,Silty,5.8,156.7,22.7,96.2,0.57,36.2,1080.2,26.5,14,DAP,92.64,Mid growth
Tomato,Maharashtra,Silty,7.8,127.2,38.9,139.2,0.95,25.6,1124.8,33.5,14,Mixed,101.24,Pre-harvest
Millet,Madhya Pradesh,Loamy,7.9,152.1,23.8,137.7,1.11,44.7,777.8,28.3,4,DAP,96.32,Mid growth
Rice,Telangana,Peaty,6.8,105.7,22.3,142.7,1.7,19.2,1021.4,29.4,4,DAP,133.44,Before sowing
Rice,Maharashtra,Silty,6.5,100.3,45.8,129.0,1.32,33.3,472.9,27.1,13,Mixed,122.76,Before sowing
Groundnut,Maharashtra,Peaty,6.0,96.7,39.8,143.8,1.11,21.2,919.0,33.1,16,Urea,140.64,Pre-harvest
Potato,Madhya Pradesh,Loamy,7.4,149.5,36.1,132.6,0.71,25.4,711.6,27.7,5,Mixed,83.4,After sowing
Rice,Karnataka,Sandy,7.8,149.9,24.0,92.1,1.04,23.7,891.8,33.5,9,DAP,98.08,Before sowing
Groundnut,Kerala,Clay,7.9,132.3,45.1,116.8,0.81,30.7,844.1,31.1,5,Mixed,97.16,Mid growth
Rice,Karnataka,Peaty,6.0,109.5,30.9,147.2,1.17,37.7,1000.6,24.0,12,Mixed,115.4,Before sowing
Potato,Tamil Nadu,Peaty,6.9,151.5,34.3,146.2,0.82,17.2,1113.2,32.7,14,Mixed,81.8,After sowing
Soybean,Gujarat,Clay,8.0,134.4,48.1,137.9,1.77,32.1,705.9,34.0,9,Compost,95.48,Mid growth
Sugarcane,Karnataka,Clay,6.6,123.1,33.4,119.5,1.21,16.4,1105.6,26.7,7,Mixed,104.52,Pre-harvest
Tomato,Madhya Pradesh,Peaty,7.0,91.1,20.1,97.2,1.56,18.0,1127.1,23.2,4,Urea,145.12,Pre-harvest
Maize,Andhra Pradesh,Silty,6.0,94.5,20.4,134.0,1.81,33.4,550.6,24.3,16,Urea,142.4,Pre-harvest
Rice,Kerala,Clay,6.7,156.3,27.4,131.2,1.16,23.9,764.7,21.1,12,DAP,92.96,Mid growth
Millet,Madhya Pradesh,Clay,7.5,99.5,41.8,84.8,1.93,20.8,1106.2,32.1,6,Urea,138.4,After sowing
Potato,Kerala,Peaty,7.9,118.2,41.8,105.9,0.78,28.3,532.6,34.7,15,Mixed,108.44,Mid growth
Potato,Gujarat,Clay,5.7,127.1,38.8,117.7,1.49,18.5,844.0,24.3,11,Mixed,101.32,Pre-harvest
Soybean,Tamil Nadu,Peaty,7.9,141.0,49.2,82.6,0.93,20.9,408.9,23.6,9,Potash,90.2,Mid growth
Rice,Karnataka,Clay,7.2,98.5,35.3,142.1,1.54,26.8,698.0,26.8,11,Urea,139.2,After sowing
Groundnut,Kerala,Loamy,5.9,130.7,30.9,139.7,1.63,33.3,691.4,23.1,4,Compost,98.44,After sowing
Wheat,Andhra Pradesh,Loamy,7.4,118.9,26.7,93.7,0.75,38.3,583.2,27.9,8,DAP,122.88,Mid growth
Potato,Telangana,Sandy,6.6,126.4,46.3,140.7,1.18,15.5,741.2,29.1,14,Mixed,101.88,Before sowing
Wheat,Gujarat,Peaty,6.9,132.1,24.6,125.3,0.77,37.5,671.3,30.6,10,DAP,112.32,Before sowing
Tomato,Gujarat,Silty,5.6,112.6,41.2,95.9,1.69,33.9,870.0,25.3,6,Potash,112.92,Pre-harvest
Tomato,Maharashtra,Loamy,6.7,127.8,34.2,128.9,1.15,21.1,571.1,20.1,6,Mixed,100.76,Before sowing
Groundnut,Maharashtra,Silty,6.3,139.9,43.8,94.2,1.94,30.1,1133.6,30.6,4,Potash,91.08,Before sowing
Tomato,Madhya Pradesh,Peaty,7.3,86.8,26.6,80.6,1.57,25.3,1029.3,25.1,13,Urea,148.56,Mid growth
Tomato,Telangana,Loamy,7.5,90.5,25.2,103.9,1.11,25.5,1010.9,21.5,9,Urea,145.6,Before sowing
Maize,Madhya Pradesh,Clay,6.4,147.0,22.0,146.0,1.98,17.7,633.0,25.6,10,DAP,100.4,Pre-harvest
Sugarcane,Karnataka,Silty,7.4,127.7,39.3,133.0,0.68,40.0,964.5,28.7,12,Mixed,100.84,Mid growth
Sugarcane,Gujarat,Clay,7.7,136.0,26.1,110.1,1.24,16.7,1163.7,21.9,8,DAP,109.2,Mid growth
Millet,Telangana,Silty,7.2,120.5,20.8,144.7,1.78,30.7,583.2,21.8,12,DAP,121.6,Mid growth
Groundnut,Madhya Pradesh,Silty,6.4,100.4,35.2,147.6,1.36,41.7,920.7,27.1,4,Mixed,122.68,After sowing
Millet,Maharashtra,Silty,7.6,117.7,46.1,100.4,0.69,40.7,869.9,33.3,13,Mixed,108.84,Pre-harvest
Millet,Tamil Nadu,Silty,7.8,84.3,35.0,106.2,1.44,38.8,624.5,28.4,16,Urea,150.56,Mid growth
Potato,Madhya Pradesh,Sandy,7.3,90.8,44.4,122.4,1.92,25.2,486.5,27.6,11,Urea,145.36,Pre-harvest
Millet,Andhra Pradesh,Peaty,5.7,157.6,21.2,132.7,1.29,26.1,452.7,29.3,11,DAP,91.92,Pre-harvest
Wheat,Karnataka,Sandy,7.0,102.5,47.3,101.3,1.17,31.3,480.2,34.0,12,Mixed,121.0,After sowing
Sugarcane,Madhya Pradesh,Loamy,6.4,86.5,31.6,122.0,1.27,35.8,444.4,24.3,16,Urea,148.8,Pre-harvest
Cotton,Kerala,Peaty,7.5,86.4,45.7,86.4,1.75,25.8,889.8,22.3,13,Urea,148.88,Mid growth
Potato,Madhya Pradesh,Sandy,5.7,97.3,23.8,101.9,1.27,32.7,1031.9,29.8,11,Urea,140.16,Before sowing
Groundnut,Karnataka,Silty,7.0,112.9,34.2,109.0,1.76,21.9,404.6,29.8,8,Compost,112.68,Pre-harvest
Potato,Gujarat,Peaty,6.0,151.2,45.8,85.4,0.66,29.9,887.4,24.1,7,Potash,82.04,Mid growth
Potato,Maharashtra,Clay,7.3,127.6,29.7,81.8,1.63,21.4,1067.6,26.3,13,DAP,115.92,Before sowing
Millet,Madhya Pradesh,Loamy,6.9,149.8,45.9,106.0,0.81,38.3,746.5,22.9,16,Mixed,83.16,After sowing
Rice,Gujarat,Peaty,7.8,95.8,20.8,81.4,1.43,34.9,648.8,24.8,16,Urea,141.36,Mid growth
Sugarcane,Andhra Pradesh,Clay,6.3,134.4,21.7,145.0,0.83,45.0,537.2,31.6,9,DAP,110.48,After sowing
Cotton,Madhya Pradesh,Clay,6.1,86.5,46.2,140.1,1.11,36.1,845.7,32.8,15,Urea,148.8,Mid growth
Wheat,Karnataka,Peaty,6.3,121.9,34.6,104.8,1.84,20.0,519.6,28.7,8,Compost,105.48,Before sowing
Maize,Maharashtra,Loamy,7.1,95.6,31.7,146.3,0.87,35.1,992.1,26.7,9,Urea,141.52,Before sowing
Groundnut,Kerala,Clay,7.8,138.9,33.7,119.9,1.54,32.8,1103.0,25.4,14,Compost,91.88,Before sowing
Millet,Gujarat,Peaty,6.2,97.1,21.1,83.0,1.81,35.4,928.4,29.2,8,Urea,140.32,Mid growth
Millet,Karnataka,Loamy,7.6,118.4,46.1,105.2,1.89,36.0,605.7,28.5,8,Compost,108.28,Mid growth
Tomato,Kerala,Loamy,6.8,91.0,37.7,102.0,0.58,43.5,913.2,33.2,13,Urea,145.2,Mid growth
Groundnut,Maharashtra,Peaty,7.2,108.6,35.4,127.3,1.94,22.6,1100.0,33.9,9,Compost,116.12,Before sowing
Cotton,Andhra Pradesh,Clay,7.2,154.5,31.9,146.7,1.55,16.3,1125.5,27.3,11,Compost,79.4,After sowing
Wheat,Maharashtra,Sandy,6.7,125.3,24.5,112.8,1.75,15.5,618.3,20.0,5,DAP,117.76,After sowing
Maize,Tamil Nadu,Clay,6.5,138.3,44.0,146.2,1.41,22.6,1139.3,31.6,5,Mixed,92.36,Pre-harvest
Millet,Madhya Pradesh,Silty,6.9,135.7,47.7,129.9,1.05,36.4,432.2,25.8,13,Mixed,94.44,Mid growth
Sugarcane,Andhra Pradesh,Peaty,6.5,93.3,20.7,89.3,1.48,39.1,1190.6,25.2,11,Urea,143.36,After sowing
Tomato,Karnataka,Peaty,7.0,155.0,25.0,130.2,1.63,17.7,1089.0,32.2,9,DAP,94.0,Mid growth
Groundnut,Karnataka,Silty,5.6,87.3,21.5,103.4,1.26,31.0,614.1,33.7,15,Urea,148.16,Before sowing
Soybean,Telangana,Sandy,6.4,83.6,29.0,117.2,1.11,23.2,505.1,32.3,7,Urea,151.12,After sowing
Sugarcane,Telangana,Sandy,8.0,106.4,31.4,123.3,1.58,26.8,1123.9,28.4,4,Compost,117.88,After sowing
Tomato,Maharashtra,Silty,6.6,131.7,48.6,135.6,0.56,25.0,776.4,24.7,5,Mixed,97.64,After sowing
Millet,Tamil Nadu,Loamy,7.3,146.1,41.9,149.3,0.91,41.2,1013.3,25.4,7,Mixed,86.12,Before sowing
Cotton,Gujarat,Clay,7.3,88.3,43.7,117.3,0.94,34.7,913.3,23.1,13,Urea,147.36,After sowing
Tomato,Telangana,Peaty,5.6,114.7,37.1,141.4,1.89,30.9,1003.0,26.6,4,Compost,111.24,Pre-harvest
Potato,Karnataka,Silty,7.4,96.4,31.1,124.4,0.53,36.7,1068.4,26.0,16,Urea,140.88,Before sowing
Tomato,Kerala,Clay,6.6,148.1,43.3,100.2,0.99,35.4,850.6,22.4,4,Mixed,84.52,Before sowing
Potato,Gujarat,Loamy,6.3,152.0,40.6,149.0,1.65,43.3,573.0,31.6,10,Compost,81.4,Before sowing
Rice,Maharashtra,Clay,5.6,133.7,34.1,104.3,1.79,40.6,417.8,29.1,15,Compost,96.04,After sowing
Sugarcane,Andhra Pradesh,Silty,6.4,113.3,45.0,101.7,1.91,20.4,930.2,30.1,5,Compost,112.36,Mid growth
Sugarcane,Gujarat,Sandy,6.1,106.0,45.0,133.3,0.99,31.0,449.3,23.1,11,Mixed,118.2,After sowing
Cotton,Telangana,Peaty,6.7,86.9,45.3,130.3,1.92,35.8,1152.3,28.3,14,Urea,148.48,Pre-harvest
Groundnut,Karnataka,Silty,7.0,158.2,39.3,82.2,1.59,42.2,1036.5,28.8,10,Potash,76.44,Before sowing
Tomato,Madhya Pradesh,Silty,7.2,159.2,22.7,126.7,0.93,34.2,886.1,22.3,8,DAP,90.64,Before sowing
Groundnut,Andhra Pradesh,Clay,6.0,129.7,23.8,98.6,1.75,24.8,790.4,34.1,12,DAP,114.24,Mid growth
Soybean,Tamil Nadu,Clay,6.1,111.2,38.2,132.9,1.85,42.5,1021.3,23.4,10,Compost,114.04,Mid growth
Groundnut,Madhya Pradesh,Silty,5.6,110.7,24.2,129.7,1.49,16.3,1069.3,23.7,7,DAP,129.44,Mid growth
Rice,Karnataka,Sandy,6.6,133.4,32.9,110.9,0.6,27.0,1011.9,33.7,16,Mixed,96.28,After sowing
Maize,Karnataka,Clay,6.5,113.9,41.1,146.0,0.9,28.2,1036.8,29.1,8,Mixed,111.88,Pre-harvest
Millet,Madhya Pradesh,Sandy,5.8,130.2,25.6,115.7,1.29,41.3,770.0,24.2,6,DAP,113.84,Pre-harvest
Tomato,Karnataka,Silty,6.1,149.9,25.1,109.8,0.78,38.2,779.5,25.3,4,DAP,98.08,After sowing
Cotton,Telangana,Loamy,6.4,148.2,36.6,130.3,1.85,42.1,662.8,34.3,10,Compost,84.44,After sowing
Potato,Tamil Nadu,Loamy,5.6,110.1,46.9,99.2,0.91,24.1,889.9,26.6,8,Potash,114.92,Pre-harvest
Wheat,Kerala,Clay,7.3,151.6,40.2,94.3,1.9,22.9,519.9,21.3,6,Potash,81.72,After sowing
Sugarcane,Maharashtra,Loamy,6.9,89.1,24.2,101.0,0.92,33.1,1053.4,31.4,14,Urea,146.72,Pre-harvest
Sugarcane,Gujarat,Clay,6.2,99.6,49.0,80.6,1.82,21.0,1157.8,25.1,5,Urea,138.32,Pre-harvest
Potato,Madhya Pradesh,Peaty,6.6,136.6,37.6,102.3,1.33,36.9,433.9,20.2,11,Mixed,93.72,Before sowing
